Temperatura (°C),pH,Tempo (h),Glicose (g/L),Agitação (rpm),Tipo de Fermentador,Operador Responsável,Rendimento Etanol (%)
35.96,5.45,17.0,195.0,,tipo a,Bruno,35.16
31.98,4.23,31.9,158.1,119.1,Desconhecido,bruno,36.82
25.9,4.81,21.9,181.5,138.8,Tipo C,Ana,27.81
33.43,4.97,14.3,142.3,,Tipo A,bruno,28.18
39.36,5.08,13.8,190.3,214.2,Desconhecido,Carlos,35.08
27.63,5.64,16.2,148.3,,Tipo A,Bruno,32.44
35.35,4.34,14.6,157.4,137.5,Tipo B,Bruno,31.18
28.01,5.62,39.4,149.2,265.7,,Desconhecido,43.33
33.04,5.39,29.5,173.3,273.6,Desconhecido,,36.35
26.45,5.11,24.3,156.7,204.7,Tipo B,bruno,38.83
31.76,5.4,27.1,127.2,282.5,Tipo B,Desconhecido,36.49
36.34,4.82,,114.6,269.0,Tipo-B,ana,52.33
30.21,4.28,44.8,160.6,246.3,Tipo-B,bruno,46.58
34.97,5.33,37.8,148.9,246.8,Tipo C,,41.2
36.93,5.05,43.8,109.6,121.1,Tipo-B,bruno,60.38
,5.28,23.5,139.6,154.2,Tipo B,,35.43
28.52,4.68,25.7,151.5,113.4,TIPO C,,26.29
,5.81,34.1,182.7,,tipo a,Ana,43.62
,5.17,34.5,107.6,131.7,Tipo B,bruno,40.48
,4.17,29.3,134.8,276.1,Tipo C,Desconhecido,33.68
38.91,4.9,,182.3,148.0,tipo a,ana,48.01
33.1,5.51,47.5,9999.0,294.0,Tipo-B,,59.41
37.63,-1.0,41.6,129.0,219.5,tipo a,bruno,55.63
32.81,4.99,27.7,184.5,147.5,TIPO C,bruno,42.22
34.35,5.79,38.2,149.3,199.4,Tipo C,Bruno,40.78
26.34,4.54,21.7,149.8,143.8,Tipo-B,Bruno,31.9
36.33,4.82,15.6,197.7,296.8,Tipo A,ana,32.65
26.92,5.8,24.7,194.7,269.5,Tipo B,,32.98
37.39,5.79,26.5,135.9,105.2,Desconhecido,Bruno,46.58
36.73,5.37,12.6,114.1,289.6,TIPO C,Carlos,25.15
35.63,5.72,41.3,132.6,244.2,TIPO C,Bruno,48.07
25.54,4.18,24.9,103.0,116.5,Desconhecido,Carlos,31.67
29.55,5.73,32.9,102.1,234.1,Tipo B,ana,42.53
28.95,4.64,14.7,139.6,229.4,Tipo C,Carlos,37.2
30.4,4.36,18.3,194.1,143.8,Tipo C,ana,31.29
26.31,4.48,44.0,187.1,251.7,TIPO C,Desconhecido,52.45
39.05,4.84,33.9,151.1,117.4,Tipo B,Bruno,40.68
33.31,4.5,46.2,156.5,197.9,tipo a,bruno,56.91
29.58,-1.0,48.0,100.6,102.0,Tipo A,,61.19
,4.27,25.4,121.6,293.7,Tipo A,Ana,34.54
31.71,4.59,22.8,102.5,250.3,Tipo C,,38.93
34.01,5.14,42.9,175.5,131.8,,bruno,45.26
32.74,4.88,48.0,114.6,168.3,Tipo C,Bruno,52.42
38.79,4.69,34.7,186.9,132.1,tipo a,bruno,46.74
32.45,5.49,40.6,164.3,253.3,Tipo C,Bruno,52.07
39.88,5.79,40.1,122.9,111.8,Tipo A,,48.62
37.77,5.51,24.8,115.8,268.1,,Bruno,44.84
28.13,4.66,32.7,162.8,288.4,Tipo B,bruno,40.67
38.96,5.49,42.0,190.1,235.3,TIPO C,Carlos,58.19
26.75,4.3,36.8,171.8,142.6,Tipo A,Desconhecido,44.45
37.26,4.26,12.8,134.9,172.0,tipo a,Desconhecido,23.48
30.71,4.69,24.1,158.7,195.4,Tipo B,Desconhecido,25.71
38.17,5.62,17.2,131.1,220.9,Tipo B,Desconhecido,34.1
,4.49,20.4,199.9,233.7,TIPO C,Ana,34.77
37.09,4.13,44.6,174.9,210.8,Tipo A,ana,55.11
36.85,4.26,13.3,161.4,170.3,Desconhecido,Bruno,23.62
29.57,5.72,19.9,142.3,278.2,Tipo B,Ana,35.19
26.21,5.27,23.1,161.8,116.3,Tipo B,Desconhecido,41.52
31.04,4.51,34.2,134.2,193.3,Tipo C,Desconhecido,42.23
27.6,5.11,31.2,102.9,255.1,Tipo B,,30.09
35.42,5.06,19.9,139.5,112.2,tipo a,bruno,34.08
30.19,5.31,17.9,193.0,241.1,Tipo B,Desconhecido,29.91
39.63,4.47,20.5,162.6,263.9,Tipo C,Bruno,33.32
34.61,5.73,30.1,108.4,232.2,Tipo-B,,39.61
37.34,-1.0,21.8,188.5,102.6,Tipo-B,Desconhecido,42.56
26.99,5.39,46.1,126.9,136.0,tipo a,Desconhecido,47.29
37.93,4.03,28.7,124.4,168.4,TIPO C,Ana,43.26
38.84,4.75,14.1,129.7,146.7,TIPO C,Bruno,30.24
32.31,4.7,38.3,157.7,292.5,Desconhecido,Carlos,48.6
34.09,5.09,23.8,154.5,230.3,Desconhecido,bruno,43.89
36.47,4.15,35.5,149.1,159.4,tipo a,Carlos,44.08
27.62,5.58,22.1,171.8,285.9,,ana,38.6
32.54,-1.0,,131.7,248.1,Tipo B,Ana,41.92
30.98,5.35,39.8,178.2,156.9,Tipo B,Desconhecido,51.64
27.2,5.61,45.4,117.5,175.8,,bruno,47.97
30.51,5.12,21.4,178.3,139.9,Tipo-B,ana,35.82
,5.48,24.1,166.4,294.2,Tipo-B,ana,37.09
25.39,5.32,28.7,168.3,203.5,Tipo A,Bruno,41.89
27.03,4.71,45.4,148.2,279.2,Tipo-B,bruno,54.27
39.45,5.62,44.4,166.7,,,ana,50.63
33.24,4.59,15.2,108.0,272.2,Desconhecido,Ana,39.36
,5.14,16.7,185.2,110.8,Tipo-B,Desconhecido,35.1
31.49,5.49,29.8,105.6,296.4,tipo a,Ana,45.08
29.68,4.76,15.8,114.9,282.4,Tipo A,,17.92
32.59,4.61,24.4,157.7,172.6,TIPO C,ana,41.45
31.59,4.92,17.3,173.9,254.9,Tipo A,Bruno,37.22
26.58,5.64,34.9,107.6,250.5,,Carlos,42.7
34.61,-1.0,46.2,9999.0,280.3,Tipo B,Desconhecido,43.91
28.24,5.09,47.9,197.4,161.5,Tipo B,Desconhecido,51.11
34.29,5.32,25.5,160.6,193.1,Tipo A,Ana,34.22
34.75,5.81,33.6,9999.0,273.0,Tipo A,Ana,50.44
27.28,4.2,42.8,174.1,255.7,Tipo B,Ana,43.18
25.92,4.46,16.2,132.8,178.7,Desconhecido,ana,30.36
36.71,5.42,36.8,149.3,269.1,,Desconhecido,47.59
31.9,5.65,26.7,191.6,109.4,tipo a,Ana,44.01
25.87,5.71,,195.6,256.4,tipo a,,33.22
39.92,4.83,26.5,192.7,141.4,tipo a,bruno,39.74
25.87,4.18,14.7,126.2,157.2,tipo a,ana,21.2
35.43,4.88,37.0,123.2,198.6,Tipo B,ana,45.38
39.76,4.46,21.1,129.8,189.9,,bruno,21.33
28.59,4.58,23.2,144.1,204.1,Desconhecido,bruno,43.62
27.13,5.54,16.4,131.4,209.0,Tipo C,ana,34.98
26.82,4.15,43.1,137.4,166.3,Tipo-B,Desconhecido,47.4
29.55,5.66,,162.1,135.0,Tipo-B,Ana,43.98
26.52,4.86,32.6,176.3,253.7,Tipo-B,,42.65
,5.19,32.5,173.6,180.0,Tipo-B,Bruno,47.62
25.93,4.18,26.8,181.4,201.2,Tipo B,Ana,41.16
32.64,4.67,,103.2,228.9,Tipo C,Desconhecido,31.18
39.95,4.18,38.8,104.8,281.9,Tipo B,bruno,53.25
37.21,5.92,16.6,178.9,241.5,Tipo C,Desconhecido,23.98
34.23,5.61,15.7,153.3,109.1,Tipo B,Ana,31.31
29.59,4.92,37.6,157.8,267.7,Desconhecido,,47.33
34.36,4.45,19.5,9999.0,297.9,Tipo A,Desconhecido,32.05
32.91,5.87,23.0,125.5,194.5,Tipo C,Bruno,33.24
31.39,4.69,29.1,163.8,293.9,Tipo-B,Desconhecido,40.79
26.96,4.32,28.2,185.9,209.5,Tipo C,Carlos,43.98
38.3,5.13,37.5,191.7,191.9,TIPO C,Desconhecido,50.79
31.75,5.89,34.4,150.0,166.3,tipo a,Ana,56.83
27.92,4.01,35.2,154.5,231.5,Tipo C,Carlos,37.36
30.52,4.48,37.7,183.3,146.0,TIPO C,bruno,49.53
31.21,5.88,22.5,153.8,121.0,tipo a,Ana,37.76
37.41,4.34,,9999.0,105.4,TIPO C,ana,35.24
36.0,4.23,27.8,9999.0,158.5,tipo a,Bruno,34.96
36.54,5.14,23.1,179.0,179.2,Tipo A,Desconhecido,36.77
25.17,5.72,,190.9,210.4,Tipo C,Desconhecido,45.58
31.24,4.95,41.3,121.8,,TIPO C,Ana,44.59
32.22,5.99,17.9,9999.0,296.8,Desconhecido,Desconhecido,33.36
25.29,5.36,12.2,184.2,158.3,Tipo A,Desconhecido,39.01
28.9,4.15,13.5,111.1,188.2,Tipo-B,bruno,33.79
36.4,5.99,20.8,179.5,120.7,Tipo C,Desconhecido,31.27
27.06,-1.0,16.1,118.3,152.1,Tipo B,Desconhecido,32.62
33.03,4.57,31.2,180.8,109.7,Tipo B,bruno,40.86
28.23,5.12,42.9,161.2,211.9,Tipo B,ana,46.03
25.18,4.61,38.5,119.3,250.2,Desconhecido,Desconhecido,44.25
28.62,4.17,19.8,147.3,139.1,TIPO C,ana,19.43
39.64,4.0,26.4,168.2,173.6,TIPO C,bruno,31.53
37.02,4.9,30.3,163.4,103.3,tipo a,Bruno,48.0
39.39,-1.0,41.2,142.7,267.9,Tipo B,Desconhecido,59.28
32.32,-1.0,42.2,189.9,256.0,Tipo-B,Ana,40.34
26.65,6.0,44.7,151.9,112.7,TIPO C,Carlos,54.7
33.22,4.57,30.3,150.6,173.0,Desconhecido,Bruno,47.62
31.82,4.56,37.0,106.2,291.1,Tipo C,Desconhecido,44.34
37.67,4.32,16.0,192.2,178.4,TIPO C,Ana,35.75
26.47,4.33,32.4,117.7,205.2,Tipo C,Carlos,48.39
32.32,4.57,21.0,152.8,171.0,Desconhecido,bruno,40.61
27.25,5.59,27.5,180.4,219.2,TIPO C,Desconhecido,40.77
29.87,5.81,34.8,121.5,295.6,,,39.86
,5.95,21.3,152.7,299.5,tipo a,ana,33.63
32.14,4.46,13.9,124.1,254.9,tipo a,ana,32.32
30.64,5.76,12.4,176.0,180.9,tipo a,bruno,29.87
30.92,4.66,12.8,156.4,198.9,Tipo-B,Bruno,34.16
31.89,4.23,12.3,185.6,171.3,TIPO C,ana,20.54
36.78,5.74,16.0,189.5,297.1,Tipo C,Carlos,36.2
38.38,5.27,20.6,164.9,241.6,Desconhecido,ana,41.59
39.33,4.33,20.0,172.5,189.8,TIPO C,,35.44
36.8,4.86,47.5,9999.0,102.4,Desconhecido,,67.9
29.73,4.57,23.0,138.4,204.1,Tipo A,Carlos,30.57
35.32,5.47,16.6,164.8,296.8,tipo a,ana,33.64
,4.91,31.6,190.8,204.6,Tipo B,bruno,47.76
28.82,5.98,42.9,141.7,136.5,Desconhecido,bruno,51.23
37.61,4.11,36.4,131.4,104.4,Tipo A,ana,44.13
25.58,4.71,22.7,138.8,170.9,Desconhecido,,31.65
38.53,4.96,32.2,143.5,283.6,Tipo A,Bruno,50.21
31.92,5.01,37.7,107.4,299.3,Desconhecido,Ana,49.61
34.56,4.63,38.2,149.8,289.1,tipo a,,49.99
34.89,5.46,36.0,149.4,245.9,Tipo B,ana,38.07
38.43,5.75,43.3,158.8,211.6,,,54.1
,5.88,43.3,9999.0,218.1,tipo a,,58.73
34.21,5.61,32.8,161.3,207.8,Desconhecido,Desconhecido,47.25
26.0,5.7,27.5,187.8,241.4,tipo a,Ana,33.95
32.78,5.1,35.1,195.5,183.8,Tipo B,,39.82
27.25,5.65,41.5,158.4,233.8,Tipo A,ana,52.81
36.06,4.61,12.2,104.3,124.3,Tipo A,,25.26
,4.8,47.7,196.9,153.1,Desconhecido,Carlos,62.87
35.2,4.63,18.6,170.6,267.2,TIPO C,Desconhecido,42.04
25.63,4.93,28.9,133.6,280.7,Tipo B,Bruno,38.01
26.27,4.57,43.4,114.7,207.8,Tipo A,Ana,49.74
35.74,5.92,20.1,114.3,106.3,Tipo-B,Ana,33.99
26.08,4.63,29.2,116.8,285.4,tipo a,Desconhecido,32.31
26.07,4.2,16.8,104.6,240.4,Desconhecido,Bruno,35.46
25.18,5.05,26.2,190.2,182.8,Tipo-B,,39.76
39.35,-1.0,18.4,9999.0,219.7,Tipo-B,ana,35.14
36.06,4.22,25.1,170.0,186.0,TIPO C,Bruno,43.62
30.3,4.44,25.4,182.8,,TIPO C,ana,39.36
29.45,4.93,47.8,179.2,277.4,TIPO C,Ana,50.29
30.25,4.87,47.8,9999.0,132.2,Tipo-B,,50.86
36.62,5.6,16.1,196.7,120.7,Tipo C,ana,22.23
34.92,5.48,38.1,143.9,100.5,,Ana,47.65
27.78,4.85,13.9,9999.0,,Tipo C,bruno,31.7
27.61,4.67,13.1,172.3,129.5,Tipo-B,Desconhecido,26.11
26.48,4.63,15.8,107.1,144.0,tipo a,,20.97
34.9,5.55,46.8,168.2,102.2,Desconhecido,Bruno,51.87
36.47,4.1,45.9,168.7,145.4,Tipo-B,Carlos,51.65
28.98,4.03,19.0,9999.0,166.5,Desconhecido,Desconhecido,35.17
25.31,5.59,17.8,137.3,106.3,Tipo-B,ana,34.96
26.23,4.95,20.7,158.5,221.6,TIPO C,bruno,19.27
39.52,4.26,30.6,101.2,213.8,Desconhecido,Desconhecido,42.14
29.43,4.47,32.5,133.2,119.4,TIPO C,Ana,37.63
,5.87,20.0,106.2,219.0,TIPO C,Desconhecido,31.8
34.37,5.72,39.2,152.2,299.7,,,53.66
30.73,5.42,23.1,181.7,288.9,,ana,35.05
28.09,4.96,45.2,120.6,100.5,Tipo C,Desconhecido,53.18
,5.04,35.6,152.7,259.1,Tipo-B,,54.59
34.23,5.95,27.7,120.4,170.7,tipo a,Desconhecido,35.28
36.62,5.93,40.4,112.1,112.7,tipo a,ana,46.21
34.66,4.43,41.4,151.1,159.2,TIPO C,Carlos,49.06
32.95,5.62,22.5,9999.0,164.3,TIPO C,bruno,45.87
25.63,4.39,,158.7,204.6,Tipo-B,Desconhecido,31.82
39.53,4.43,45.7,103.1,232.2,,Desconhecido,62.03
,-1.0,,9999.0,249.8,tipo a,Carlos,33.57
,4.81,13.5,155.0,149.2,Tipo-B,Bruno,28.8
39.7,5.86,28.3,159.1,164.4,,Desconhecido,45.84
34.03,4.18,40.8,102.9,161.7,Desconhecido,,45.4
33.74,5.02,39.8,157.3,172.5,Tipo C,ana,54.69
36.22,5.84,45.1,183.9,299.9,Tipo-B,,53.69
37.18,5.81,31.2,172.2,255.6,TIPO C,ana,39.01
34.85,4.31,15.6,113.1,295.0,Tipo A,Desconhecido,35.89
26.92,4.73,33.2,159.2,238.6,Tipo C,Bruno,45.7
30.07,5.24,40.0,167.2,181.3,tipo a,ana,45.8
38.92,4.32,15.4,103.7,177.9,tipo a,,36.58
28.37,5.94,18.2,185.5,197.7,TIPO C,,25.44
30.58,5.83,12.4,190.6,183.4,TIPO C,Desconhecido,29.51
31.48,4.33,33.4,185.0,265.7,Tipo C,Desconhecido,36.26
31.59,4.24,43.9,182.5,193.0,TIPO C,Desconhecido,49.6
34.19,4.17,36.1,174.5,159.1,Tipo A,bruno,41.68
39.15,5.82,47.4,163.3,255.0,Tipo C,ana,50.65
28.61,4.39,14.3,167.9,270.9,,Ana,29.07
26.82,4.83,44.5,180.6,184.1,,bruno,52.96
27.96,4.9,41.3,166.2,233.6,,Bruno,52.54
38.3,-1.0,23.3,132.8,111.8,TIPO C,bruno,37.82
34.69,4.14,47.0,9999.0,205.9,Desconhecido,,55.67
29.29,4.45,22.4,189.7,109.0,Tipo B,bruno,28.91
37.24,5.86,44.0,101.7,105.8,Tipo A,Carlos,45.75
37.92,5.82,43.7,169.9,,Tipo C,Bruno,53.51
37.7,5.56,39.3,195.5,160.7,Tipo B,Bruno,46.84
38.78,4.04,32.3,170.6,248.5,,Bruno,45.05
28.78,4.65,16.3,199.4,279.2,,bruno,28.98
36.33,5.26,31.2,168.8,127.9,Tipo-B,Bruno,43.28
31.91,4.55,24.8,103.4,244.9,Tipo A,ana,28.12
37.63,5.82,40.5,182.7,202.9,Tipo-B,Carlos,42.71
,5.27,39.3,128.5,122.4,,Desconhecido,45.15
36.65,-1.0,44.8,144.6,230.3,Tipo B,bruno,46.42
34.84,5.82,12.5,131.2,221.9,tipo a,Desconhecido,14.7
27.66,5.92,41.1,126.9,203.1,,Desconhecido,48.06
33.18,4.16,45.8,143.1,285.3,tipo a,bruno,57.83
39.77,5.06,40.4,137.9,204.2,TIPO C,ana,56.76
39.06,4.61,16.7,163.3,298.1,tipo a,bruno,34.91
25.65,4.79,14.9,9999.0,201.8,Tipo-B,Bruno,27.97
27.47,4.36,12.8,129.7,123.2,Tipo A,Carlos,25.14
26.98,5.16,34.6,121.4,194.1,Tipo-B,bruno,39.01
35.89,5.92,34.7,166.7,136.5,Tipo-B,Desconhecido,35.41
,5.01,47.5,167.0,219.4,,bruno,63.7
28.2,4.17,26.3,190.1,238.6,,Carlos,37.45
32.59,5.24,23.9,101.6,193.7,tipo a,Ana,35.6
37.61,4.68,,185.3,119.5,Tipo-B,ana,45.82
35.99,5.71,41.7,152.1,193.7,Tipo B,Desconhecido,53.89
,4.87,,162.1,116.3,Tipo C,Ana,52.94
33.86,4.39,40.9,109.1,236.4,Tipo C,Ana,46.47
32.63,4.38,27.4,143.3,258.1,Tipo C,,37.82
29.46,5.54,34.9,122.7,292.5,TIPO C,Carlos,44.14
33.48,-1.0,42.8,125.4,129.8,,ana,44.26
,5.53,29.7,150.4,206.5,Desconhecido,bruno,49.31
38.1,4.41,19.8,181.2,213.5,Desconhecido,Ana,33.76
34.54,4.64,18.1,174.4,284.5,tipo a,,31.18
36.42,4.93,12.0,159.1,225.5,Desconhecido,Bruno,28.7
27.4,5.89,37.9,153.9,,tipo a,bruno,47.84
31.92,5.86,16.0,142.7,187.3,Tipo C,ana,27.72
25.14,4.41,20.8,197.3,231.0,,Desconhecido,38.83
28.7,4.72,22.7,156.0,240.1,Tipo A,bruno,33.75
35.9,4.3,32.2,125.4,272.6,TIPO C,Carlos,36.64
39.88,5.02,26.3,123.0,136.1,Tipo C,,36.57
26.49,4.92,36.3,161.1,290.3,,Carlos,42.1
31.02,5.8,14.0,152.3,111.8,Tipo-B,Desconhecido,30.23
37.0,5.86,16.5,100.8,296.8,,Desconhecido,29.0
28.06,4.77,30.0,183.0,271.6,Desconhecido,Desconhecido,35.87
33.33,4.98,24.1,170.4,232.1,Tipo C,,31.62
36.0,5.79,22.6,166.2,247.0,Desconhecido,,28.11
,5.61,14.4,106.9,114.5,Tipo C,Carlos,41.18
27.82,4.01,44.2,136.2,108.3,Desconhecido,ana,43.27
30.33,4.64,36.9,193.5,120.4,Tipo A,,48.71
36.76,4.84,16.4,186.3,117.5,tipo a,ana,27.65
33.31,4.46,14.3,128.6,209.5,,,35.44
25.08,4.4,47.1,9999.0,143.1,Desconhecido,bruno,45.07
36.41,4.08,36.5,144.9,272.0,tipo a,Ana,56.24
25.53,5.29,27.0,135.6,189.1,Tipo-B,Ana,46.1
36.19,4.53,37.3,168.2,239.1,Tipo C,Bruno,43.72
28.04,4.1,39.2,196.6,230.6,Tipo B,Carlos,53.03
39.37,4.46,40.1,136.3,164.0,Tipo-B,Desconhecido,60.2
30.52,5.6,29.2,9999.0,148.6,Desconhecido,ana,29.86
29.9,5.7,27.5,189.8,168.5,tipo a,,31.28
,4.97,12.4,103.8,259.3,Tipo A,bruno,15.43
29.58,4.83,45.4,195.3,217.3,Desconhecido,ana,49.11
38.15,5.96,33.7,166.5,,tipo a,Carlos,39.74
39.95,4.4,19.3,194.2,263.6,tipo a,Bruno,36.36
30.52,4.43,45.1,120.0,111.0,Desconhecido,ana,43.55
31.73,4.58,44.9,104.1,239.8,Tipo A,Ana,54.94
35.83,4.35,47.6,148.8,187.8,Tipo C,bruno,55.46
38.29,4.76,43.5,145.1,246.3,Tipo C,Ana,56.71
33.9,5.82,47.9,133.1,285.5,Desconhecido,bruno,59.81
30.87,-1.0,20.8,195.8,250.0,Desconhecido,Desconhecido,37.51
31.19,4.82,42.3,182.3,188.4,Desconhecido,bruno,50.37
35.43,5.87,41.6,166.2,130.2,tipo a,,45.69
25.05,4.1,20.3,116.3,261.3,Desconhecido,Desconhecido,33.8
34.29,4.42,15.5,173.4,192.1,Tipo-B,Carlos,33.01
30.33,5.13,47.3,172.7,115.1,Tipo B,Ana,54.96
36.91,5.23,22.7,142.5,243.8,Desconhecido,bruno,35.31
26.39,-1.0,43.4,192.5,158.4,Tipo-B,bruno,49.81
33.82,4.81,12.1,116.7,109.8,TIPO C,Bruno,23.24
32.21,5.3,12.8,126.7,280.6,Tipo-B,Ana,30.39
34.63,5.4,28.8,106.3,196.6,tipo a,Carlos,38.87
25.97,5.28,20.6,179.5,156.2,tipo a,Desconhecido,36.17
33.7,-1.0,36.8,162.2,243.3,Tipo B,Carlos,41.44
33.42,4.19,32.4,131.5,277.2,Tipo B,Bruno,42.94
33.41,4.85,14.8,116.4,100.1,Tipo B,Carlos,32.41
34.05,4.26,17.9,104.0,237.6,tipo a,Desconhecido,31.5
35.15,5.9,26.0,116.7,253.4,tipo a,Ana,30.46
37.07,-1.0,18.7,9999.0,142.0,Tipo-B,ana,30.89
29.05,4.63,40.5,124.7,197.9,tipo a,Bruno,53.73
37.38,5.53,27.0,125.9,117.9,TIPO C,,39.08
32.47,5.0,15.4,187.6,249.3,Tipo C,bruno,28.54
26.16,4.62,29.4,151.5,269.5,Tipo C,bruno,45.69
25.88,5.62,15.3,172.9,121.6,Tipo B,Ana,34.98
30.01,5.73,16.6,103.6,263.3,tipo a,ana,22.98
36.77,5.35,20.6,136.5,254.3,TIPO C,Carlos,34.0
35.62,4.09,42.9,147.9,169.4,,,48.81
36.83,5.13,45.3,118.6,238.1,Tipo C,,57.26
32.76,5.53,41.7,112.0,100.0,Tipo-B,bruno,47.18
,4.27,24.0,187.0,286.4,,Bruno,38.43
27.21,4.46,21.8,193.9,210.1,Tipo A,ana,33.69
29.92,5.76,31.8,9999.0,224.1,Desconhecido,Desconhecido,50.81
31.51,-1.0,38.0,9999.0,232.9,Tipo-B,,48.04
,5.51,47.8,195.8,212.3,Tipo A,Carlos,52.24
,4.95,16.7,108.3,271.4,TIPO C,ana,28.44
33.97,4.89,13.8,164.4,221.9,Tipo-B,,33.41
,4.01,37.0,9999.0,281.6,Tipo C,Desconhecido,43.69
39.98,5.64,42.0,197.8,216.5,tipo a,ana,55.89
39.0,4.72,42.5,147.1,134.2,Tipo A,ana,53.81
34.64,5.08,36.4,116.3,282.7,tipo a,Carlos,43.15
31.32,-1.0,46.3,120.2,236.3,TIPO C,Bruno,41.37
34.54,-1.0,30.4,189.0,239.8,Desconhecido,Desconhecido,35.59
36.78,5.91,44.9,191.2,297.1,Desconhecido,Bruno,53.87
26.78,5.06,46.8,160.8,115.0,tipo a,Desconhecido,56.34
31.15,4.8,42.5,176.6,185.7,Tipo C,,49.14
37.6,5.91,23.2,174.0,147.8,TIPO C,,41.37
30.76,5.28,19.1,166.2,226.1,,Carlos,31.81
33.58,4.6,31.7,182.7,261.4,Desconhecido,Bruno,39.66
33.82,4.25,,9999.0,293.3,Tipo B,,34.96
27.77,5.69,43.6,153.4,190.9,Tipo B,Carlos,44.51
30.43,4.72,15.6,123.7,257.2,Tipo A,ana,30.67
30.02,5.32,21.3,174.4,283.4,Tipo C,ana,35.55
25.39,4.94,39.1,147.3,236.7,tipo a,Carlos,44.99
25.36,4.4,15.4,129.5,148.5,Tipo-B,Desconhecido,25.14
,5.2,23.5,180.2,221.6,,,45.69
29.1,4.12,25.9,9999.0,294.0,Tipo-B,ana,46.59
,4.83,34.4,193.7,297.5,TIPO C,Desconhecido,43.94
29.48,5.09,17.7,116.5,228.5,Tipo A,Bruno,29.88
39.11,4.87,43.0,164.9,277.4,Tipo A,bruno,49.45
28.89,5.5,28.1,124.4,140.1,Tipo A,ana,37.08
31.44,5.66,45.0,190.4,149.2,Tipo C,ana,50.89
38.09,5.54,28.8,109.9,290.6,Tipo-B,Ana,43.41
37.63,4.08,21.9,165.6,127.0,TIPO C,Desconhecido,39.98
27.79,-1.0,17.1,179.1,138.2,,Carlos,23.72
37.04,5.07,12.1,135.5,184.1,Tipo C,Ana,28.75
31.87,5.87,31.2,195.4,217.9,TIPO C,Bruno,40.88
32.24,5.67,15.9,185.1,220.8,Tipo C,Ana,32.22
27.0,5.69,26.1,129.5,158.4,,Ana,41.67
26.21,4.61,33.2,100.8,284.1,,bruno,37.62
35.92,4.86,21.9,129.7,,tipo a,bruno,40.53
32.45,4.94,18.3,128.1,178.4,Tipo C,Ana,40.69
31.55,4.31,39.9,189.0,186.9,Tipo C,bruno,44.67
35.94,4.06,46.1,196.7,240.5,,,55.78
36.48,-1.0,15.6,107.0,232.6,tipo a,bruno,30.54
27.38,4.48,17.6,147.1,176.5,Tipo B,Ana,23.18
34.15,-1.0,46.6,154.8,182.8,tipo a,Desconhecido,57.27
27.03,4.17,13.4,109.3,169.6,Tipo A,bruno,29.68
36.27,5.86,47.2,137.7,147.1,Desconhecido,Ana,50.33
34.85,5.16,12.2,131.7,191.6,Tipo B,Desconhecido,27.42
39.35,5.33,43.5,153.6,237.3,Desconhecido,ana,46.3
26.03,5.82,23.1,166.1,248.4,,bruno,38.75
25.86,4.69,45.8,170.3,255.8,Tipo-B,Ana,56.44
29.23,5.24,23.4,113.7,174.9,,bruno,29.48
28.93,4.08,35.6,181.3,252.9,Desconhecido,Desconhecido,39.87
28.7,4.37,14.9,167.9,101.3,TIPO C,,25.72
38.59,5.66,20.7,188.9,195.4,Tipo C,Ana,43.96
28.74,5.53,39.9,144.9,258.8,Tipo B,Desconhecido,47.25
29.08,4.7,31.0,189.4,226.0,Tipo-B,ana,43.38
36.39,4.75,45.4,186.6,194.8,tipo a,Carlos,56.76
31.75,5.07,27.4,143.8,228.9,tipo a,Bruno,46.73
36.65,4.0,43.3,138.1,281.4,Tipo A,,49.74
25.98,4.48,,193.3,213.3,Desconhecido,Carlos,38.1
32.31,4.42,47.3,171.5,260.0,Tipo A,bruno,61.13
25.5,4.5,46.6,192.8,296.1,,Desconhecido,59.06
25.94,5.61,23.8,179.7,241.1,Tipo B,Ana,29.91
38.6,4.56,43.9,160.9,214.7,,,45.12
27.09,4.38,42.5,111.6,107.5,Desconhecido,Desconhecido,46.16
32.99,5.01,19.6,129.1,174.9,TIPO C,bruno,36.74
31.17,5.73,34.5,196.9,213.1,Tipo C,Ana,46.6
30.21,4.48,14.6,9999.0,259.4,tipo a,,25.87
38.5,4.16,42.1,109.3,187.6,,Carlos,59.69
25.33,4.71,18.3,170.8,292.0,Tipo B,Desconhecido,26.34
34.96,5.5,14.5,173.4,154.4,Desconhecido,Bruno,24.21
39.45,5.1,26.4,128.5,248.9,Tipo B,,47.68
33.4,5.63,32.8,9999.0,183.8,TIPO C,ana,40.56
39.05,-1.0,42.8,146.9,197.2,Desconhecido,ana,60.46
,5.59,47.1,102.2,260.5,Tipo B,bruno,49.18
31.28,5.21,,178.9,159.2,Tipo A,bruno,38.29
28.9,4.99,14.2,131.7,119.4,TIPO C,Desconhecido,29.82
35.96,4.08,39.0,185.4,204.1,tipo a,Carlos,53.37
39.72,5.97,32.3,180.3,205.8,Desconhecido,Carlos,56.07
28.85,4.77,28.1,166.1,,,Bruno,44.39
34.81,4.3,23.1,132.5,293.7,Tipo A,Bruno,42.33
27.97,5.33,30.1,151.6,111.1,Tipo A,Desconhecido,36.24
33.48,4.57,24.2,144.5,218.3,TIPO C,Ana,42.38
31.96,5.17,39.3,133.9,236.3,,Carlos,51.66
,5.17,31.6,184.8,297.2,TIPO C,,45.05
